codEstacao;municipio;uf;nomeEstacao;latitude;longitude;data;hora;precipitação
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;00:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;01:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;02:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;03:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;04:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;05:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;06:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;06:10:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;06:20:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;06:30:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;06:40:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;06:50:00.0;0,2
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;07:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;08:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;08:10:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;08:20:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;08:30:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;08:40:00.0;1,57
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;08:50:00.0;1,57
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;09:00:00.0;0,59
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;09:10:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;10:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;11:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;12:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;12:10:00.0;0,2
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;12:20:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;12:30:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;13:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;14:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;15:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;16:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;17:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;18:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;19:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;20:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;21:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;22:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;01/06/2015;23:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;00:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;01:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;02:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;03:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;03:10:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;03:20:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;03:30:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;03:40:00.0;0,2
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;03:50:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;04:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;05:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;05:10:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;05:20:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;05:30:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;05:40:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;05:50:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;06:00:00.0;0,2
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;07:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;08:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;09:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;10:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;11:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;11:10:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;11:20:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;11:30:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;11:40:00.0;0,2
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;11:50:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;12:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;13:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;14:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;15:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;16:00:00.0;0
270760201A;QUEBRANGULO;AL;Quebrangulo01;-9.318;-36.471;02/06/2015;17:00:00.0;0
